{-0.36048906734949737, 0.9327769776941561}
{0.11102847042263407, -0.9938328879040456}
{0.9218987337778098, -0.3873992675543878}
{-0.12940462918440962, 0.9915831588618403}
{-0.7967501138008677, 0.6043366275866273}
{0.7806602814857426, 0.6249573230055081}
{0.22603896364241832, 0.9740990921808081}
{0.14896483100676056, -0.9888226971353624}
{-0.11341314480846085, -0.9935077964030007}
{-0.6441374386839048, 0.7649038356162251}
{-0.5442989298187836, -0.8389395345950352}
{-0.013976153366283292, -0.9999118795985721}
{0.6655324942014169, -0.7463789710152935}
{0.6155966291322923, 0.7882124534530115}
{0.3291981266996866, -0.9442166643001039}
{0.8793472168894235, -0.47626247527270044}
{0.19848254650132624, -0.9801153271769547}
{0.6503997489493177, -0.7596012096641176}
{-0.9304036656064253, 0.3666464078631762}
{-0.1370939669000399, -0.9905080810736759}
{-0.3784459882119821, -0.9254969104643063}
{0.7763983797250589, -0.6302488119668652}
{0.022130809655089758, 0.999732320277805}
{-0.4910975088963544, 0.8710625217085999}
{0.373896324235583, -0.9275008080243544}
{-0.30075573089207414, 0.953763944995373}
{0.12336362926344825, -0.9923029678824573}
{-0.9922204886813114, 0.12504824139691}
{-0.1421747170334234, 0.9899109281475075}
{-0.5967686955495752, -0.8023273011743164}
{0.41810256938399837, -0.9084414206389119}
{0.052338844517230095, 0.9987240173470749}
{0.31510881521401146, 0.9489258252322391}
{-0.5004231645794954, -0.8658683868702266}
{0.45319292809453326, 0.8914271549703664}
{-0.08889189514501498, 0.9960197453744597}
{-0.8227688714178968, 0.5683542613539974}
{-0.8939656649766857, -0.44810182082055805}
{-0.9616500478054898, -0.27422085361039567}
{0.551744383348275, 0.8340020052260078}
{-0.14658274870719837, 0.9892307178056947}
{-0.9606121667383745, -0.2783372464815275}
{0.7241712741804273, -0.6896206200065129}
{0.006872872376406564, -0.9999935479699954}
{-0.47538641456342867, -0.8797608544071748}
{0.6628984550172109, -0.74870641520517}
{0.21216290549774455, -0.9772138221915257}
{-0.8504509626568315, -0.526015987894629}
{0.19716485317642868, 0.9804071552655906}
{0.1974191525301262, 0.9803512997440585}
{-0.7780204635680343, -0.6280641063507587}
{-0.16935470614702935, -0.985468164660904}
{-0.3944665825242661, 0.9189228020580416}
{0.916306075695843, 0.40068836804001196}
{-0.7315506046477099, -0.6819576560910737}
{-0.8594252388026191, 0.5112255084104684}
{0.7779964849844274, 0.6283846940835464}
{-0.5317809047334937, 0.8468625979135109}
{0.8348340227122019, 0.5505806141579789}
{-0.695526664108699, -0.718307948665545}
{0.1248810736214329, 0.9921124419524733}
{-0.008653779546903927, 0.9999024306701656}
{-0.2645580849507966, -0.9642740069080733}
{-0.0052173615209014776, 1.0000502726812668}
{-0.1716015486579387, 0.98521108863867}
{-0.31373879770132185, -0.9496012206093821}
{-0.29739741876673687, -0.9547595163653497}
{0.27656611642723994, 0.9609379412934541}
{-0.05388545496236388, -0.9986098521038828}
{0.33330647826223253, -0.942876458253522}
{0.1311594367306241, 0.9913598735040097}
{0.9986114006156986, 0.05251381214323002}
{0.5037531775808978, 0.8639649740483638}
{0.4879185643572366, 0.8729355247682942}
{-0.1181363969668292, -0.9930293163362616}
{-0.45997207469275125, 0.8879280960971515}
{-0.5961899261994449, 0.8028505112767798}
{0.07068304044447186, 0.9975130950956921}
{0.9561905910720032, 0.2931150995040235}
{-0.8969601535730047, 0.44209799281957657}
{-0.6898462624693285, -0.7238205855263107}
{-0.15652194881939369, 0.987711610875677}
{-0.8291378648662622, -0.5588213047835211}
{0.9651546876218866, -0.2618773637354709}
{0.2524603894822062, -0.9675847331672733}
{-0.18362861750792037, -0.9829291399845721}
{-0.07591964170916926, -0.997049789851106}
{0.5827778755995991, 0.812713816778028}
{0.23922600573429295, 0.9709862635312747}
{0.9273710605400095, 0.3742528518868342}
{-0.9407519559089046, 0.33893583309689196}
{-0.12762997810123375, 0.9918874304153366}
{0.667857632238187, -0.7442829047028227}
{-0.37259358359901595, 0.9280098976095188}
{-0.08163159672563404, 0.9965904795143491}
{-0.9662157480538912, -0.2576911645318803}
{-0.900827357200708, -0.4342555959886507}
{-0.837729627111257, 0.5460359220243292}
{-0.07051087064119893, -0.9974863430428169}
{-0.45850603999910666, -0.8887283476978748}
