{0.8116371802572105, 0.7032814109601855}
{0.26029791694509996, 0.7406482790026133}
{0.7005976944313861, 0.38127287164463397}
{0.7377426916366804, 0.3710295291537803}
{0.7535613354762217, 0.300013267817014}
{0.48707995854764263, 0.44774125866968617}
{0.5465287299622645, 0.9580660139118761}
{0.5232509286099876, 0.28204051634566674}
{0.058043784823846756, 0.2827765275986056}
{0.01908805270700431, 0.2527987045458321}
{0.4492219713276162, 0.97152686671416}
{0.324680817638614, 0.7432083180292188}
{0.5574874339193564, 0.8362733040720999}
{0.7441606866174002, 0.92313896307664}
{0.41936703586751123, 0.2350850997185877}
{0.7257511514345621, 0.09733652994716302}
{0.16392515835785282, 0.4824650272912898}
{0.02989287778886096, 0.01659900455533958}
{0.0027710549152935027, 0.01978123191277703}
{0.599524815099481, 0.618423988749381}
{0.8790710978671145, 0.21230125431034486}
{0.006445659364320844, 0.8143365935123225}
{0.04987176428942619, 0.6812354208029022}
{0.14145384251010729, 0.6852464616046822}
{0.7578738865813976, 0.1868127312197192}
{0.6659780037969383, 0.37502431833984196}
{0.6810946255233892, 0.1738332106506275}
{0.11705708816020621, 0.9187625334116607}
{0.01017210183588102, 0.7007797735390177}
{0.19830750439949574, 0.11602233939625362}
{0.9618376840037508, 0.46259156767422516}
{0.8944827865498605, 0.09017246747316776}
{0.5045474776748602, 0.16426304327171803}
{0.1792249748821464, 0.012109749368759859}
{0.5567125269744956, 0.10885332759816291}
{0.16774781110428794, 0.7104430654026329}
{0.30781881523767796, 0.3372514544057338}
{0.4778614320183642, 0.5698607867815149}
{0.10983290530638279, 0.3817635012892687}
{0.9093550724189298, 0.3128924428606932}
{0.8880695255107754, 0.8899370944401334}
{0.006277464320541215, 0.44171431502738545}
{0.5900975112541404, 0.052426972084600565}
{0.665045650768174, 0.15584612044234158}
{0.2718577348559268, 0.7661965031212475}
{0.5552920447419624, 0.11140641307304289}
{0.7028923220772914, 0.9672049279741916}
{0.16933952165620847, 0.7974062784699211}
{0.3397409121913517, 0.49026367139158056}
{0.7791318260983575, 0.45311434331706624}
{0.9702525577881614, 0.7762653459865329}
{0.16633044522841234, 0.8576464506020539}
{0.3101581353325348, 0.07304582990867448}
{0.7529607718115647, 0.7966101311875995}
{0.7380244226856505, 0.9374124923036966}
{0.3340470978683949, 0.534030357408858}
{0.8149877837810726, 0.4300419273799686}
{0.9980967653112683, 0.337692574552245}
{0.44792562523109536, 0.16993259243149172}
{0.8577925188140417, 0.876746229243674}
{0.2896962413399725, 0.4759978452425926}
{0.2672098082808062, 0.17297324040072393}
{0.8982504056249221, 0.3942877971323502}
{0.5272699877136442, 0.6463387690377651}
{0.29653352079096384, 0.13741084512469404}
{0.9505336477545084, 0.9248098935223711}
{0.4675938122957518, 0.2252171666317292}
{0.059481201235972, 0.5795611907081476}
{0.8276611491853879, 0.9662686236117131}
{0.8840829500117973, 0.17261590901172896}
{0.153271451109817, 0.5389723682584302}
{0.3307807692778144, 0.26528741598739414}
{0.171470222409858, 0.8257390105044494}
{0.43827040017474184, 0.08533616577599579}
{0.4486336204822925, 0.40256160915400585}
{0.3633015989356949, 0.3170862141191838}
{0.5650077323093764, 0.8372122654914212}
{0.08645450919541586, 0.523679011854284}
{0.26899445257182886, 0.03256192883020981}
{0.16269131271301562, 0.4959431503108154}
{0.8735436756491124, 0.3648163371889852}
{0.045469201504435786, 0.5668039536547265}
{0.9887267618619263, 0.8228406910871311}
{0.8578216313680191, 0.9687812308714745}
{0.24175954714166925, 0.9508662687354931}
{0.14533146723513934, 0.880094821011201}
{0.8228862346384573, 0.30972299216360166}
{0.9634185727508044, 0.913768352984366}
{0.6785363474456917, 0.523610623870319}
{0.49940525437598116, 0.3809695928997754}
{0.4734995494272022, 0.11313503440287143}
{0.5233976541435628, 0.8052823079847562}
{0.4956592588368979, 0.5445818025685388}
{0.3030670877586983, 0.29637812641251426}
{0.9441504585403132, 0.8024170060180735}
{0.0453724984011451, 0.04959519212406094}
{0.8132620807304084, 0.027763201769379076}
{0.08584277925077777, 0.4982498631048278}
{0.5182177131485649, 0.240364111308635}
{0.7255477581968606, 0.9751081525879521}
