{6.45808816, 0.00000000}
{6.69089320, 0.00000000}
{2.13883689, 0.00000000}
{2.58797482, 0.00000000}
{7.03087902, 0.00000000}
{5.41308901, 0.00000000}
{0.37556413, 0.00000000}
{5.88884746, 0.00000000}
{2.76709539, 0.00000000}
{7.23288500, 0.00000000}
{7.59908003, 0.00000000}
{5.01524844, 0.00000000}
{2.02675069, 0.00000000}
{1.87738089, 0.00000000}
{2.69272983, 0.00000000}
{5.95825893, 0.00000000}
{4.48024275, 0.00000000}
{0.64174863, 0.00000000}
{5.07838040, 0.00000000}
{7.95506499, 0.00000000}
{8.93579384, 0.00000000}
{9.05339129, 0.00000000}
{5.93309779, 0.00000000}
{0.33187385, 0.00000000}
{1.81098128, 0.00000000}
{2.95952055, 0.00000000}
{1.32640102, 0.00000000}
{1.56549956, 0.00000000}
{2.09037371, 0.00000000}
{6.13395387, 0.00000000}
{0.70460463, 0.00000000}
{0.81277981, 0.00000000}
{0.00225046, 0.00000000}
{5.72157856, 0.00000000}
{1.30532329, 0.00000000}
{0.32558709, 0.00000000}
{9.29894478, 0.00000000}
{9.19947682, 0.00000000}
{3.39496303, 0.00000000}
{3.37559252, 0.00000000}
{5.54384841, 0.00000000}
{1.87868743, 0.00000000}
{7.80106159, 0.00000000}
{9.06435548, 0.00000000}
{5.18777624, 0.00000000}
{4.58666265, 0.00000000}
{3.89574737, 0.00000000}
{4.87877505, 0.00000000}
{4.73298227, 0.00000000}
{3.10088741, 0.00000000}
{0.00000000, 7.12415429}
{0.00000000, 5.95650769}
{0.00000000, 3.97859505}
{0.00000000, 9.03637327}
{0.00000000, 5.81118163}
{0.00000000, 6.59358889}
{0.00000000, 9.82255828}
{0.00000000, 2.61995391}
{0.00000000, 9.61370250}
{0.00000000, 8.55057626}
{0.00000000, 4.09761125}
{0.00000000, 7.54709694}
{0.00000000, 6.03332462}
{0.00000000, 8.27887964}
{0.00000000, 2.81078171}
{0.00000000, 2.60165639}
{0.00000000, 1.30653771}
{0.00000000, 3.28599388}
{0.00000000, 3.98061061}
{0.00000000, 1.17123098}
{0.00000000, 7.51538067}
{0.00000000, 2.25628982}
{0.00000000, 1.77453147}
{0.00000000, 6.25164435}
{0.00000000, 3.72152722}
{0.00000000, 5.91706544}
{0.00000000, 4.58511836}
{0.00000000, 8.87552966}
{0.00000000, 5.11348592}
{0.00000000, 1.85094449}
{0.00000000, 8.64748914}
{0.00000000, 4.68911090}
{0.00000000, 1.29211922}
{0.00000000, 5.72917866}
{0.00000000, 2.08372241}
{0.00000000, 3.26000230}
{0.00000000, 0.79997747}
{0.00000000, 7.46284021}
{0.00000000, 0.39638891}
{0.00000000, 1.07495935}
{0.00000000, 5.95057438}
{0.00000000, 4.01020310}
{0.00000000, 5.39880161}
{0.00000000, 5.79509793}
{0.00000000, 5.47725880}
{0.00000000, 7.92623879}
{0.00000000, 7.07289414}
{0.00000000, 5.93707954}
{0.00000000, 7.78037044}
{0.00000000, 7.41791211}
