{635004559.11555970, 706973371.49270296}
{0.00000000, 0.00000000}
{919279310.77964759, 294001861.50744700}
{0.00000000, 0.00000000}
{504887818.97966528, 667323870.28189957}
{0.00000000, 0.00000000}
{668648393.55941522, 989834061.29278183}
{0.00000000, 0.00000000}
{275363081.76949853, 314943337.31115508}
{0.00000000, 0.00000000}
{543967591.83905089, 855461176.44597137}
{0.00000000, 0.00000000}
{876979195.25589395, 622868973.48020661}
{0.00000000, 0.00000000}
{10604744.50078197, 31579649.05823685}
{0.00000000, 0.00000000}
{363755810.58614212, 262232263.14214176}
{0.00000000, 0.00000000}
{345253191.95508587, 700417531.87460232}
{0.00000000, 0.00000000}
{433345752.91157782, 828854030.22912991}
{0.00000000, 0.00000000}
{571833095.42720163, 911460964.93652046}
{0.00000000, 0.00000000}
{983366279.08577001, 564108132.89073825}
{0.00000000, 0.00000000}
{672208971.41740000, 553257620.02916396}
{0.00000000, 0.00000000}
{68631830.62344968, 738389841.40459263}
{0.00000000, 0.00000000}
{737600435.44617450, 185834137.36716059}
{0.00000000, 0.00000000}
{554611397.99704015, 229163667.74773511}
{0.00000000, 0.00000000}
{846929496.06027353, 443715196.91941631}
{0.00000000, 0.00000000}
{371312148.85637534, 173016396.26699460}
{0.00000000, 0.00000000}
{930620170.85665739, 143441088.18481293}
{0.00000000, 0.00000000}
{319990383.24228489, 398054927.01123101}
{0.00000000, 0.00000000}
{46704817.33147603, 413673014.71642482}
{0.00000000, 0.00000000}
{20130456.09875619, 772057784.30116642}
{0.00000000, 0.00000000}
{967445064.82956469, 491775807.71705663}
{0.00000000, 0.00000000}
{444612236.44996297, 723223298.91318345}
{0.00000000, 0.00000000}
{526573729.61571217, 665695891.84336114}
{0.00000000, 0.00000000}
{426061811.89626312, 970244610.41348660}
{0.00000000, 0.00000000}
{246904536.83069870, 313112003.28547519}
{0.00000000, 0.00000000}
{358178964.89078826, 781312903.12108254}
{0.00000000, 0.00000000}
{127624717.22940883, 329699996.46657664}
{0.00000000, 0.00000000}
{353685529.02843398, 293747185.32125741}
{0.00000000, 0.00000000}
{396749106.30441904, 581886578.80455244}
{0.00000000, 0.00000000}
{469079216.67290843, 491546204.86512113}
{0.00000000, 0.00000000}
{291317459.73217160, 448886430.69840586}
{0.00000000, 0.00000000}
{579057173.03062212, 438201238.81151539}
{0.00000000, 0.00000000}
{370905876.85588282, 652755272.52304161}
{0.00000000, 0.00000000}
{903103490.82167482, 65089929.65687943}
{0.00000000, 0.00000000}
{335169687.11070418, 621806872.07903600}
{0.00000000, 0.00000000}
{508272242.30123633, 217981525.30262792}
{0.00000000, 0.00000000}
{95236833.04419895, 177629671.51561660}
{0.00000000, 0.00000000}
{936796824.18643606, 478456143.68463439}
{0.00000000, 0.00000000}
{625563097.61311197, 764717209.55660665}
{0.00000000, 0.00000000}
{916520311.74929559, 93772659.47233349}
{0.00000000, 0.00000000}
{509682170.88393122, 4684275.98003629}
{0.00000000, 0.00000000}
{186762032.93591288, 195403706.31091085}
{0.00000000, 0.00000000}
{275870747.96888721, 838416827.06838655}
{0.00000000, 0.00000000}
{734675876.07048261, 480842952.24915731}
{0.00000000, 0.00000000}
{346629139.76697421, 222667223.58030489}
{0.00000000, 0.00000000}
{844056283.59064174, 296754999.75373077}
{0.00000000, 0.00000000}
{711352740.99417472, 527021750.49680156}
{0.00000000, 0.00000000}
